| Age                | Mean |
| ------------------ | ---- |
| 7-74 years         | 79.6 |
| 7-11 years         | 64.4 |
| 12-17 years        | 70.7 |
| 18-24 years        | 76.3 |
| 25-34 years        | 79.8 |
| 35-44 years        | 85.9 |
| 45-54 years        | 89.2 |
| 55-64 years        | 88.7 |
| 65-74 years        | 86.4 |
| Age-adjusted value | 79.5 |
