Age,Mean
"7-74 years",79.7
"7-11 years",64.6
"12-17 years",66.6
"18-24 years",71
"25-34 years",77.9
"35-44 years",84.1
"45-54 years",85.9
"55-64 years",87.6
"65-74 years",87.1
"Age-adjusted value",77.9
