Age,Mean
"8–11 years",11.9
"12–15 years",17.6
"16–19 years",19.5
"20–39 years",21.1
"40–59 years",21.9
"60–79 years",20.8
"80 years and older",18.7
"20 years and older (crude)",21.2
"20 years and older (age adjusted)",21.2
