Age,"Standard error"
"6 years",1.15
"7-11 years",0.65
"7 years",1.45
"8 years",1.09
"9 years",1.17
"10 years",1.07
"11 years",1.47
"12-17 years",0.65
"12 years",1.12
"13 years",1.26
"14 years",1.02
"15 years",1.34
"16 years",1.44
"17 years",1.43
"18-74 years",0.47
"18-24 years",0.67
"25-34 years",0.64
"35-44 years",0.81
"45-54 years",1.23
"55-64 years",1.16
"65-74 years",1.06
"40-74 years",0.71
