Age,"Standard error"
"6 years",1.04
"7-11 years",0.68
"7 years",1.13
"8 years",0.97
"9 years",0.96
"10 years",0.93
"11 years",0.98
"12-17 years",0.55
"12 years",0.99
"13 years",0.93
"14 years",0.84
"15 years",1.02
"16 years",0.77
"17 years",1.25
"18-74 years",0.41
"18-24 years",0.47
"25-34 years",0.46
"35-44 years",0.57
"45-54 years",1.03
"55-64 years",0.79
"65-74 years",0.83
"40-74 years",0.59
