Age,"Standard error"
"6 years",1.35
"7-11 years",0.93
"7 years",1.64
"8 years",1.42
"9 years",1.55
"10 years",1.4
"11 years",1.2
"12-17 years",0.57
"12 years",1.54
"13 years",1.18
"14 years",1.33
"15 years",1.37
"16 years",1.19
"17 years",1.51
"18-74 years",0.52
"18-24 years",0.59
"25-34 years",0.45
"35-44 years",0.64
"45-54 years",1.28
"55-64 years",0.94
"65-74 years",0.98
"40-74 years",0.74
