Age,Mean
"8–11 years",86.43
"12–15 years",119.4
"16–19 years",130.77
"20–29 years",137.06
"30–39 years",141.8
"40–49 years",144.7
"50–59 years",144.35
"60–69 years",142.5
"70–79 years",139.41
"80 years and over",128.47
"20 years and over (age-adjusted)",141.2
