Age,Mean
"8–11 years",82.2
"12–15 years",114.81
"16–19 years",141.67
"20–29 years",151.52
"30–39 years",156.34
"40–49 years",159.56
"50–59 years",157.34
"60–69 years",154.84
"70–79 years",148.66
"80 years and over",137.69
"20 years and over (age-adjusted)",154.65
