| Age          | Mean  |
| ------------ | ----- |
| 7-74 years   | 124   |
| 7-11 years   | 100   |
| 12-17 years  | 112   |
| 18-24 years  | 123.2 |
| 25-34 years  | 124.1 |
| 35-44 years  | 126.1 |
| 45-54 years  | 136.3 |
| 55-64 years  | 138.1 |
| 65-74 years  | 148   |
| Age-adjusted | 124.1 |
