| Age          | Mean  |
| ------------ | ----- |
| 7-74 years   | 122.8 |
| 7-11 years   | 101   |
| 12-17 years  | 109.7 |
| 18-24 years  | 113   |
| 25-34 years  | 114.9 |
| 35-44 years  | 122.4 |
| 45-54 years  | 132.3 |
| 55-64 years  | 144.3 |
| 65-74 years  | 152.2 |
| Age-adjusted | 122   |
