| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 18.2 | 19.6 | 20.6 | 22.1 | 25.9 | 33.2 | 37.5 | 39.6 | 42.9 |
| 12–15 | 15.1 | 16.1 | 16.9 | 18.6 | 23   | 31.1 | 34.3 | 37.7 | 40.6 |
| 16–19 | 14   | 14.9 | 15.6 | 17   | 20.7 | 27.5 | 31.3 | 33.6 | 37.3 |
| 20–39 | 15.5 | 17.4 | 18.9 | 21.2 | 26.1 | 30.4 | 32.8 | 34.6 | 37.2 |
| 40–59 | 19.3 | 21.5 | 23   | 25.2 | 28.5 | 32.2 | 34.1 | 35.5 | 37.7 |
| 60–79 | 22   | 24.2 | 25.3 | 27.3 | 30.7 | 34.4 | 36.4 | 37.7 | 39.6 |
| 80+   | 21.9 | 24.2 | 25.4 | 27.3 | 30.8 | 33.9 | 36.1 | 37.3 | 38.8 |
| 20+   | 17.4 | 19.5 | 21.4 | 24.1 | 28   | 32.1 | 34.3 | 35.9 | 38   |
