Age,Median
"All ages",99
"2–11 months",23
"1–2 years",58
"3–5 years",74
"6–11 years",87
"12–15 years",97
"16–19 years",111
"20–29 years",113
"30–39 years",113
"40–49 years",111
"50–59 years",104
"60–69 years",94
"70–79 years",86
"80 years and over",78
