Age,Mean
"All ages",50.9
"2–11 months",52.3
"1–2 years",53.6
"3–5 years",54.9
"6–11 years",53.5
"12–15 years",54.2
"16–19 years",51.9
"20–29 years",50.2
"30–39 years",48.7
"40–49 years",48.7
"50–59 years",49.3
"60–69 years",51.1
"70–79 years",51.8
"80 years and over",54
