Age,"Standard error"
"8–11 years",15.66
"12–15 years",21.64
"16–19 years",21.17
"20–29 years",27.18
"30–39 years",28.25
"40–49 years",30.15
"50–59 years",29.04
"60–69 years",28.41
"70–79 years",27.01
"80 years and over",23.09
