Age,"Standard error"
"8–11 years",17.77
"12–15 years",19.16
"16–19 years",20.23
"20–29 years",22.42
"30–39 years",25.34
"40–49 years",25
"50–59 years",24.74
"60–69 years",24.81
"70–79 years",24.7
"80 years and over",23.69
