Age,"Standard error"
"7-74 years",0.95
"7-11 years",1.62
"12-17 years",1.28
"18-24 years",1.49
"25-34 years",0.6
"35-44 years",0.92
"45-54 years",1.72
"55-64 years",1.23
"65-74 years",0.86
