Age,"Standard error"
"7-74 years",0.62
"7-11 years",0.94
"12-17 years",0.9
"18-24 years",1.25
"25-34 years",0.85
"35-44 years",1.19
"45-54 years",1.5
"55-64 years",1.98
"65-74 years",1.06
