| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 0.72           |
| 7-11 years  | 1.19           |
| 12-17 years | 0.88           |
| 18-24 years | 1.06           |
| 25-34 years | 0.59           |
| 35-44 years | 0.78           |
| 45-54 years | 1.54           |
| 55-64 years | 1.24           |
| 65-74 years | 0.66           |
