Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",29105,5,0.11,3.5,10696,4.9,0.21,3.4,15771,5.1,0.13,3.6
"Under 6 years",6871,3.3,0.06,2.9,3145,3.5,0.1,3,3128,3.2,0.08,2.8
"6–11 years",3134,4.2,0.07,3.5,1446,4.3,0.2,3.6,1439,4.1,0.09,3.4
"12–19 years",3121,5.4,0.25,3.9,1345,4.9,0.37,3.5,1470,5.5,0.36,4
"20–59 years",10940,5.5,0.17,3.7,3329,5.6,0.43,3.6,6710,5.4,0.19,3.8
"60 years and over",5039,4.6,0.17,3.1,1431,4.2,0.33,2.6,3024,4.8,0.21,3.3
