Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",29105,106,1.3,76,10696,103,2.3,73,15771,107,1.6,77
"Under 6 years",6871,100,1.6,80,3145,103,3.1,82,3128,99,2.5,80
"6–11 years",3134,103,2.8,81,1446,107,4.3,85,1439,103,3.2,80
"12–19 years",3121,109,3.6,73,1345,113,7.1,74,1470,107,4.2,72
"20–59 years",10940,105,1.9,72,3329,101,3.7,68,6710,107,2,74
"60 years and over",5039,108,2.2,85,1431,95,3.3,71,3024,111,2.5,90
