Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",13923,27,0.25,24,4929,24.4,0.45,21.3,7770,27.8,0.3,24.8
"Under 6 years",3410,15.1,0.22,14,1564,15.6,0.35,14.2,1548,15,0.32,14
"6–11 years",1581,21.4,0.55,19.7,713,21.9,0.93,19.7,746,21.5,0.57,19.9
"12–19 years",1462,29,0.82,25.3,634,25.2,0.82,22.2,674,30.6,1.1,27
"20–59 years",5019,30.2,0.34,27.5,1390,29.4,0.75,26.6,3226,30.4,0.39,27.8
"60 years and over",2451,24.3,0.31,22.1,628,19.9,0.62,17.5,1576,25.2,0.38,22.9
