Age,Mean
"All ages",7.9
"2–11 months",11.5
"1–2 years",4.9
"3–5 years",5.8
"6–11 years",7
"12–15 years",8.2
"16–19 years",8.3
"20–29 years",8.5
"30–39 years",8.7
"40–49 years",8.1
"50–59 years",7.7
"60–69 years",7.7
"70–79 years",7.5
"80 years and over",7.9
