| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 0.34           |
| 7-11 years  | 0.69           |
| 12-17 years | 0.69           |
| 18-24 years | 0.66           |
| 25-34 years | 0.79           |
| 35-44 years | 1.1            |
| 45-54 years | 0.65           |
| 55-64 years | 0.65           |
| 65-74 years | 0.95           |
