Age,"Standard error"
"8–11 years",0.072
"12–15 years",0.057
"16–19 years",0.054
"20–29 years",0.052
"30–39 years",0.055
"40–49 years",0.056
"50–59 years",0.061
"60–69 years",0.081
"70–79 years",0.063
"80 years and over",0.07
