Age,"Standard error"
"8–11 years",0.063
"12–15 years",0.085
"16–19 years",0.069
"20–29 years",0.072
"30–39 years",0.074
"40–49 years",0.072
"50–59 years",0.075
"60–69 years",0.078
"70–79 years",0.081
"80 years and over",0.081
