Age,"Standard error"
"2 years",0.2
"3 years",0.29
"4 years",0.39
"5 years",0.35
"6 years",0.73
"7 years",0.99
"8 years",0.93
"9 years",1.18
"10 years",1.2
"11 years",1.15
"12 years",1.29
"13 years",1.34
"14 years",1.32
"15 years",1.38
"16 years",1.26
"17 years",1.31
"18 years",1.37
"19 years",1.43
"20 years and older",0.24
"20–29 years",0.38
"30–39 years",0.41
"40–49 years",0.46
"50–59 years",0.5
"60–69 years",0.44
"70–79 years",0.48
"80 years and older",0.48
