Age,"Standard error"
"2 years",0.11
"3 years",0.19
"4 years",0.19
"5 years",0.23
"6 years",0.6
"7 years",0.69
"8 years",0.72
"9 years",0.97
"10 years",0.9
"11 years",1.03
"12 years",1.24
"13 years",1.28
"14 years",1.04
"15 years",1.38
"16 years",1.22
"17 years",1.34
"18 years",1.25
"19 years",1.55
"20 years and older",0.23
"20–29 years",0.42
"30–39 years",0.41
"40–49 years",0.44
"50–59 years",0.5
"60–69 years",0.4
"70–79 years",0.46
"80 years and older",0.46
