Age,Mean
"All ages",11.7
"2–11 months",15.8
"1–2 years",13.2
"3–5 years",12.3
"6–11 years",12.6
"12–15 years",11.9
"16–19 years",12
"20–29 years",11.5
"30–39 years",11.6
"40–49 years",11.2
"50–59 years",11.4
"60–69 years",10.9
"70–79 years",11.1
"80 years and over",11.1
