| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 0.32           |
| 7-11 years  | 0.49           |
| 12-17 years | 0.57           |
| 18-24 years | 0.63           |
| 25-34 years | 0.65           |
| 35-44 years | 0.71           |
| 45-54 years | 0.7            |
| 55-64 years | 0.84           |
| 65-74 years | 0.58           |
