| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 0.43           |
| 7-11 years  | 0.75           |
| 12-17 years | 0.7            |
| 18-24 years | 1.08           |
| 25-34 years | 1.05           |
| 35-44 years | 1.13           |
| 45-54 years | 0.75           |
| 55-64 years | 1.16           |
| 65-74 years | 1.07           |
