| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 4.4  |
| 12–15              | 7.7  |
| 16–19              | 9.8  |
| 20–39              | 10.2 |
| 40–59              | 10.1 |
| 60–79              | 9.3  |
| 80+                | 8    |
| 20+                | 9.9  |
| 20+ (age adjusted) | 9.9  |
