Age,Mean
"8–11 years",4.4
"12–15 years",6.4
"16–19 years",6.9
"20–39 years",7.3
"40–59 years",7.2
"60–79 years",6.5
"80 years and older",5.8
"20 years and older (crude)",7
"20 years and older (age adjusted)",7
