Age,Mean
"8–11 years",4.4
"12–15 years",7.7
"16–19 years",9.8
"20–39 years",10.2
"40–59 years",10.1
"60–79 years",9.3
"80 years and older",8
"20 years and older (crude)",9.9
"20 years and older (age adjusted)",9.9
