Age,Mean
"8–11 years",40.2
"12–15 years",58.2
"16–19 years",65.4
"20–39 years",73.4
"40–59 years",77.6
"60–79 years",74.4
"80 years and older",64.3
"20 years and older (crude)",74.8
"20 years and older (age adjusted)",74.7
