Age,Mean
"8–11 years",38.6
"12–15 years",60.8
"16–19 years",77.1
"20–39 years",86.1
"40–59 years",90.2
"60–79 years",87.2
"80 years and older",76.2
"20 years and older (crude)",87.6
"20 years and older (age adjusted)",87.3
