| Age               | Mean |
| ----------------- | ---- |
| All ages          | 5.2  |
| 2–11 months       | 8.6  |
| 1–2 years         | 5.8  |
| 3–5 years         | 5.8  |
| 6–11 years        | 6.1  |
| 12–15 years       | 5.8  |
| 16–19 years       | 5.8  |
| 20–29 years       | 4.8  |
| 30–39 years       | 5    |
| 40–49 years       | 4.8  |
| 50–59 years       | 4.9  |
| 60–69 years       | 5.1  |
| 70–79 years       | 5.1  |
| 80 years and over | 5.1  |
