Age,5th,10th,15th,25th,50th,75th,85th,90th,95th
"8–11 years",14.7,16,17,18.8,23.1,27.9,30.8,33,35.9
"12–15 years",25.8,27.7,29,31,34.6,38.7,41.2,43.5,47.2
"16–19 years",29,30.4,31.8,33.5,37.5,42,44.9,47.2,51
"20–39 years",31,32.8,34,35.8,39.9,45,48.7,51.2,55.1
"40–59 years",31,32.9,34.1,36.1,40.6,46.1,49.6,52.2,56
"60–79 years",29.9,31.1,32.5,34.1,37.9,42.7,45.6,48.1,51.5
"80 years and older",26.8,28,29.2,30.5,34,37.9,40.1,41.9,44.9
"20 years and older (crude)",30.2,32,33.3,35.2,39.4,44.7,48.3,50.7,54.7
