| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 16.4 | 17.6 | 18.5 | 20.1 | 23.3 | 27.1 | 29.8 | 31.9 | 34.7 |
| 12–15 | 24.3 | 27.1 | 29.3 | 32.6 | 40.8 | 48.9 | 52.5 | 56   | 59.9 |
| 16–19 | 41.4 | 43.8 | 45.2 | 47.7 | 53.4 | 60.3 | 64.2 | 67.5 | 70.9 |
| 20–39 | 43.7 | 46.6 | 48.5 | 51.7 | 57.4 | 64.4 | 68.7 | 71.5 | 77.6 |
| 40–59 | 45.4 | 48.3 | 50.5 | 53   | 59.2 | 65   | 68.7 | 71.4 | 75.5 |
| 60–79 | 42   | 44.3 | 46.4 | 49.5 | 55.2 | 61.6 | 65.1 | 67.6 | 71.1 |
| 80+   | 37.6 | 40.2 | 41.9 | 44.2 | 48.1 | 52.9 | 55.9 | 58   | 61   |
| 20+   | 43.2 | 46.3 | 48.3 | 51.5 | 57.4 | 64   | 67.9 | 70.7 | 75.3 |
