| Age               | Mean |
| ----------------- | ---- |
| All ages          | 33.4 |
| 2–11 months       | 38.1 |
| 1–2 years         | 33.7 |
| 3–5 years         | 32.9 |
| 6–11 years        | 33.6 |
| 12–15 years       | 33.8 |
| 16–19 years       | 33.8 |
| 20–29 years       | 33   |
| 30–39 years       | 34.1 |
| 40–49 years       | 34.8 |
| 50–59 years       | 32.8 |
| 60–69 years       | 31.8 |
| 70–79 years       | 31.5 |
| 80 years and over | 31.1 |
