| Age               | Mean |
| ----------------- | ---- |
| All ages          | 33.8 |
| 2–11 months       | 37.2 |
| 1–2 years         | 32.8 |
| 3–5 years         | 32.7 |
| 6–11 years        | 33.8 |
| 12–15 years       | 33.1 |
| 16–19 years       | 34   |
| 20–29 years       | 33.4 |
| 30–39 years       | 34.6 |
| 40–49 years       | 34   |
| 50–59 years       | 34.5 |
| 60–69 years       | 32.8 |
| 70–79 years       | 33.3 |
| 80 years and over | 32.6 |
