Age,"Standard error"
"2 years",0.13
"3 years",0.14
"4 years",0.21
"5 years",0.17
"6 years",0.32
"7 years",0.35
"8 years",0.42
"9 years",0.47
"10 years",0.46
"11 years",0.45
"12 years",0.57
"13 years",0.63
"14 years",0.59
"15 years",0.53
"16 years",0.72
"17 years",0.66
"18 years",0.74
"19 years",0.89
"20 years and older",0.14
"20–29 years",0.2
"30–39 years",0.24
"40–49 years",0.27
"50–59 years",0.31
"60–69 years",0.27
"70–79 years",0.28
"80 years and older",0.26
