Age,Mean
"8–11 years",1.3
"12–15 years",1.9
"16–19 years",2
"20–39 years",2.2
"40–59 years",2.2
"60–79 years",2
"80 years and older",1.8
"20 years and older (crude)",2.2
"20 years and older (age adjusted)",2.2
