Age,5th,10th,15th,25th,50th,75th,85th,90th,95th
"8–11 years",5.9,6.5,7.1,8.2,11.3,17.3,20.6,23,27.7
"12–15 years",9.1,10.3,11.5,13.2,17.5,23.8,28.7,32.6,38.3
"16–19 years",11.9,13.2,14.4,16.4,20.4,27.4,34.8,39.6,46.8
"20–39 years",13.5,15.4,16.9,19.6,25.9,35.2,41.4,46.5,54.8
"40–59 years",15.9,18,19.7,22.8,30.5,39.2,45.1,49.6,57.3
"60–79 years",17.3,20,21.9,25,30.7,37.8,42.9,46.3,52.2
"80 years and older",14.1,16.3,18,20.8,25.9,31.1,34.3,36.9,42.2
"20 years and older",0.3,14.7,17.1,18.8,21.7,28.7,37.1,42.8,47.5,55
"20 years and older (age adjusted)",0.2,,,,,,,,,
