| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 5    | 5.5  | 6    | 6.8  | 9    | 13.9 | 18   | 20.7 | 26.6 |
| 12–15 | 6.9  | 7.7  | 8.3  | 9.3  | 12.8 | 20   | 25.4 | 29.4 | 36.1 |
| 16–19 | 8.2  | 9.2  | 9.9  | 11.1 | 15   | 23.6 | 28.9 | 33.8 | 40.8 |
| 20–39 | 10   | 11.6 | 13.2 | 15.7 | 21.6 | 28.2 | 33.6 | 37.6 | 43.7 |
| 40–59 | 13.1 | 15.6 | 17.3 | 19.9 | 24.8 | 31.7 | 35.6 | 38.7 | 44.7 |
| 60–79 | 14.5 | 16.6 | 18.6 | 21   | 26.1 | 32.8 | 36.7 | 40.2 | 45   |
| 80+   | 13.2 | 15.2 | 16.5 | 19.1 | 22.8 | 28   | 31.4 | 33.2 | 37.1 |
| 20+   | 11.5 | 13.6 | 15.3 | 18.3 | 23.7 | 30.4 | 35   | 38.2 | 44.2 |
