Age,Median
"All ages",13.4
"2–11 months",45.6
"1–2 years",21.4
"3–5 years",19.5
"6–11 years",21.6
"12–15 years",19.4
"16–19 years",14.9
"20–29 years",11.2
"30–39 years",9.7
"40–49 years",10.7
"50–59 years",10.7
"60–69 years",11.6
"70–79 years",12.3
"80 years and over",12.7
