Age,Mean
"8–11 years",2.2
"12–15 years",3.2
"16–19 years",3.6
"20–39 years",4.1
"40–59 years",4.4
"60–79 years",4.2
"80 years and older",3.5
"20 years and older (crude)",4.2
"20 years and older (age adjusted)",4.2
