| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 2.2  |
| 12–15              | 3.7  |
| 16–19              | 4.9  |
| 20–39              | 5.6  |
| 40–59              | 5.8  |
| 60–79              | 5.4  |
| 80+                | 4.5  |
| 20+                | 5.6  |
| 20+ (age adjusted) | 5.6  |
