Age,Median
"All ages",32
"2–11 months",8
"1–2 years",17
"3–5 years",21
"6–11 years",28
"12–15 years",34
"16–19 years",41
"20–29 years",40
"30–39 years",40
"40–49 years",34
"50–59 years",33
"60–69 years",27
"70–79 years",25
"80 years and over",24
