Age,"Standard error"
"7-17 years (education : head of the household)",0.84
"7-11 years (education : head of the household)",1.32
"12-17 years (education : head of the household)",0.82
"18-74 years",0.61
"18-24 years",2.95
"25-34 years",1.17
"35-44 years",1.38
"45-54 years",1.13
"55-64 years",0.95
"65-74 years",0.85
