Age,Mean
"All ages",6.9
"2–11 months",9.4
"1–2 years",5.3
"3–5 years",5.9
"6–11 years",6.2
"12–15 years",6.7
"16–19 years",6.8
"20–29 years",7
"30–39 years",7.2
"40–49 years",7.5
"50–59 years",7.1
"60–69 years",6.8
"70–79 years",6.8
"80 years and over",6.6
