Age,Mean
"All ages",56.1
"2–11 months",*0.1
"1–2 years",*3.7
"3–5 years",6.7
"6–11 years",15
"12–15 years",19.2
"16–19 years",44.3
"20–29 years",57
"30–39 years",74.9
"40–49 years",107.8
"50–59 years",83.7
"60–69 years",58.8
"70–79 years",33
"80 years and over",17.9
