Age,5th,10th,15th,25th,50th,75th,85th,90th,95th
"8–11 years",2.2,2.3,2.3,2.4,2.6,2.8,2.9,3,3.1
"12–15 years",2.4,2.5,2.6,2.7,3,3.2,3.3,3.5,3.6
"16–19 years",2.7,2.8,2.9,3,3.2,3.5,3.6,3.8,4
"20–39 years",2.9,3,3,3.1,3.4,3.6,3.8,3.9,4.1
"40–59 years",2.8,3,3,3.2,3.4,3.6,3.8,3.9,4
"60–79 years",2.8,2.9,3,3.1,3.3,3.6,3.7,3.8,4
"80 years and older",2.6,2.7,2.8,2.9,3.1,3.4,3.5,3.6,3.7
"20 years and older (crude)",2.8,2.9,3,3.1,3.4,3.6,3.8,3.9,4
