Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",29105,1.8,0.02,1.6,10696,1.7,0.03,1.5,15771,1.9,0.02,1.6
"Under 6 years",6871,1.3,0.01,1.2,3145,1.3,0.02,1.2,3128,1.3,0.02,1.2
"6–11 years",3134,1.7,0.03,1.5,1446,1.7,0.04,1.5,1439,1.6,0.03,1.6
"12–19 years",3121,1.9,0.06,1.6,1345,1.8,0.06,1.5,1470,2,0.07,1.6
"20–59 years",10940,1.9,0.02,1.7,3329,1.9,0.04,1.6,6710,2,0.02,1.7
"60 years and over",5039,1.8,0.03,1.6,1431,1.6,0.06,1.3,3024,1.9,0.03,1.7
