Age,"Standard error"
"All ages",0.02
"2–11 months",0.02
"1–2 years",0.03
"3–5 years",0.03
"6–11 years",0.05
"12–15 years",0.14
"16–19 years",0.09
"20–29 years",0.04
"30–39 years",0.04
"40–49 years",0.06
"50–59 years",0.09
"60–69 years",0.05
"70–79 years",0.06
"80 years and over",0.05
