Age,Mean
"8–11 years",16.5
"12–15 years",26.6
"16–19 years",35.3
"20–39 years",41.4
"40–59 years",45.1
"60–79 years",44.8
"80 years and older",39
"20 years and older (crude)",43.3
"20 years and older (age adjusted)",43.2
