| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 16.5 |
| 12–15              | 26.6 |
| 16–19              | 35.3 |
| 20–39              | 41.4 |
| 40–59              | 45.1 |
| 60–79              | 44.8 |
| 80+                | 39   |
| 20+                | 43.3 |
| 20+ (age adjusted) | 43.2 |
