Age,Mean
"8–11 years",17.3
"12–15 years",26.2
"16–19 years",30.2
"20–39 years",34.9
"40–59 years",38.1
"60–79 years",37
"80 years and older",31.6
"20 years and older (crude)",36.4
"20 years and older (age adjusted)",36.3
