| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 18.1 | 19.3 | 20.3 | 21.7 | 25.2 | 28.9 | 31.5 | 33.7 | 36.5 |
| 12–15 | 25.9 | 28.7 | 31.1 | 34.2 | 42.3 | 50.1 | 53.7 | 57.4 | 61.3 |
| 16–19 | 42.6 | 45   | 46.4 | 48.9 | 54.5 | 61.4 | 65.2 | 68.4 | 72.1 |
| 20–39 | 44.9 | 47.8 | 49.7 | 52.8 | 58.6 | 65.7 | 69.8 | 72.6 | 78.7 |
| 40–59 | 46.6 | 49.7 | 51.7 | 54.3 | 60.4 | 66.3 | 69.9 | 72.5 | 76.7 |
| 60–79 | 43.3 | 45.6 | 47.7 | 50.9 | 56.4 | 62.9 | 66.3 | 69.1 | 72.4 |
| 80+   | 38.7 | 41.5 | 43.2 | 45.6 | 49.5 | 54.4 | 56.9 | 59.2 | 62.3 |
| 20+   | 44.6 | 47.5 | 49.6 | 52.8 | 58.6 | 65.1 | 69.1 | 71.8 | 76.5 |
