Age,"Standard error"
"All ages",3.7
"2–11 months",3.2
"1–2 years",5.1
"3–5 years",5.9
"6–11 years",5.3
"12–15 years",8.7
"16–19 years",11.5
"20–29 years",8.8
"30–39 years",9.1
"40–49 years",9.6
"50–59 years",7.4
"60–69 years",7.6
"70–79 years",5.6
"80 years and over",6
