Age,"Standard error"
"8–11 years",28.1
"12–15 years",85.05
"16–19 years",86.46
"20–29 years",82.3
"30–39 years",78.71
"40–49 years",71.24
"50–59 years",71.35
"60–69 years",69.86
"70–79 years",66.02
"80 years and over",66.26
