Age,"Standard error"
"8–11 years",38.48
"12–15 years",55.54
"16–19 years",57.4
"20–29 years",52.6
"30–39 years",53.75
"40–49 years",57.67
"50–59 years",54.42
"60–69 years",51.48
"70–79 years",44.43
"80 years and over",41.15
