| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 0.061          |
| 12–15 | 0.107          |
| 16–19 | 0.094          |
| 20–29 | 0.102          |
| 30–39 | 0.112          |
| 40–49 | 0.127          |
| 50–59 | 0.135          |
| 60–69 | 0.146          |
| 70–79 | 0.147          |
| 80+   | 0.151          |
