Age,"Standard error"
"8–11 years",0.061
"12–15 years",0.107
"16–19 years",0.094
"20–29 years",0.102
"30–39 years",0.112
"40–49 years",0.127
"50–59 years",0.135
"60–69 years",0.146
"70–79 years",0.147
"80 years and over",0.151
