Age,"Standard error"
"8–11 years",0.077
"12–15 years",0.09
"16–19 years",0.089
"20–29 years",0.094
"30–39 years",0.105
"40–49 years",0.115
"50–59 years",0.122
"60–69 years",0.133
"70–79 years",0.121
"80 years and over",0.128
